1999,2,0.00,0.00
1999,3,0.00,-0.04
1999,4,-0.01,-0.02
1999,5,0.03,-0.04
1999,6,0.05,-0.02
1999,7,0.01,-0.02
1999,8,0.00,-0.04
1999,9,-0.01,-0.04
1999,10,-0.05,-0.06
1999,11,-0.07,-0.06
1999,12,-0.14,-0.09
2000,1,-0.09,-0.09
2000,2,-0.12,-0.06
2000,3,-0.17,-0.09
2000,4,-0.06,-0.13
2000,5,-0.01,-0.09
2000,6,-0.02,-0.09
2000,7,0.00,-0.09
2000,8,0.10,-0.06
2000,9,0.22,-0.11
2000,10,0.25,-0.11
2000,11,0.29,-0.11
2000,12,0.30,-0.11
2001,1,0.14,-0.04
2001,2,0.25,-0.04
2001,3,0.24,-0.02
2001,4,0.33,0.00
2001,5,0.38,-0.02
2001,6,0.31,0.02
2001,7,0.28,0.04
2001,8,0.23,0.11
2001,9,0.21,0.13
2001,10,0.19,0.20
2001,11,0.17,0.24
2001,12,0.16,0.29
2002,1,0.18,0.29
2002,2,0.14,0.29
2002,3,0.22,0.29
2002,4,0.27,0.34
2002,5,0.22,0.31
2002,6,0.13,0.31
2002,7,-0.02,0.31
2002,8,0.02,0.29
2002,9,-0.07,0.29
2002,10,-0.15,0.29
2002,11,-0.11,0.34
2002,12,-0.09,0.36
2003,1,-0.08,0.31
2003,2,-0.17,0.34
2003,3,-0.17,0.34
2003,4,-0.13,0.36
2003,5,-0.06,0.38
2003,6,0.01,0.43
2003,7,-0.02,0.40
2003,8,-0.04,0.38
2003,9,0.00,0.38
2003,10,0.01,0.36
2003,11,0.00,0.31
2003,12,0.04,0.29
2004,1,0.08,0.29
2004,2,0.10,0.27
2004,3,0.12,0.31
2004,4,0.10,0.27
2004,5,0.04,0.27
2004,6,0.07,0.27
2004,7,0.09,0.24
2004,8,0.13,0.22
2004,9,0.16,0.22
2004,10,0.20,0.24
2004,11,0.27,0.22
2004,12,0.29,0.22
2005,1,0.30,0.20
2005,2,0.36,0.22
2005,3,0.36,0.18
2005,4,0.39,0.18
2005,5,0.39,0.15
2005,6,0.44,0.13
2005,7,0.50,0.13
2005,8,0.49,0.11
2005,9,0.53,0.13
2005,10,0.45,0.13
2005,11,0.44,0.13
2005,12,0.48,0.11
2006,1,0.53,0.06
2006,2,0.52,0.09
2006,3,0.52,0.06
2006,4,0.50,0.06
2006,5,0.50,0.04
2006,6,0.52,0.04
2006,7,0.56,0.06
2006,8,0.60,0.06
2006,9,0.60,0.02
2006,10,0.66,0.00
2006,11,0.68,0.02
2006,12,0.75,0.00
2007,1,0.55,0.04
2007,2,0.62,0.02
2007,3,0.64,0.00
2007,4,0.75,0.02
2007,5,0.77,0.00
2007,6,0.68,0.04
2007,7,0.70,0.06
2007,8,0.67,0.04
2007,9,0.70,0.06
2007,10,0.73,0.06
2007,11,0.76,0.06
2007,12,0.82,0.13
2008,1,0.74,0.13
2008,2,0.65,0.11
2008,3,0.60,0.15
2008,4,0.68,0.13
2008,5,0.72,0.22
2008,6,0.71,0.27
2008,7,0.65,0.31
2008,8,0.59,0.38
2008,9,0.50,0.38
2008,10,0.28,0.47
2008,11,0.26,0.54
2008,12,0.26,0.65
2009,1,0.29,0.77
2009,2,0.23,0.88
2009,3,0.11,0.97
2009,4,0.16,1.04
2009,5,0.18,1.13
2009,6,0.23,1.15
2009,7,0.27,1.15
2009,8,0.27,1.18
2009,9,0.28,1.22
2009,10,0.29,1.27
2009,11,0.29,1.24
2009,12,0.37,1.24
2010,1,0.35,1.22
2010,2,0.30,1.22
2010,3,0.31,1.24
2010,4,0.32,1.24
2010,5,0.27,1.18
2010,6,0.25,1.13
2010,7,0.31,1.13
2010,8,0.34,1.15
2010,9,0.36,1.15
2010,10,0.38,1.13
2010,11,0.36,1.22
2010,12,0.35,1.11
2011,1,0.37,1.09
2011,2,0.37,1.04
2011,3,0.36,1.04
2011,4,0.37,1.06
2011,5,0.41,1.04
2011,6,0.39,1.06
2011,7,0.41,1.04
2011,8,0.36,1.04
2011,9,0.40,1.04
2011,10,0.43,0.99
2011,11,0.44,0.95
2011,12,0.47,0.93
2012,1,0.47,0.88
2012,2,0.45,0.88
2012,3,0.45,0.86
2012,4,0.45,0.86
2012,5,0.47,0.86
2012,6,0.50,0.86
2012,7,0.51,0.86
2012,8,0.51,0.81
2012,9,0.47,0.77
2012,10,0.49,0.77
2012,11,0.41,0.74
2012,12,0.43,0.79
2013,1,0.47,0.81
2013,2,0.51,0.74
2013,3,0.56,0.70
2013,4,0.64,0.72
2013,5,0.61,0.70
2013,6,0.51,0.70
2013,7,0.56,0.65
2013,8,0.54,0.63
2013,9,0.52,0.63
2013,10,0.54,0.63
2013,11,0.57,0.59
2013,12,0.54,0.52
2014,1,0.56,0.49
2014,2,0.62,0.52
2014,3,0.64,0.49
2014,4,0.71,0.40
2014,5,0.71,0.43
2014,6,0.74,0.38
2014,7,0.72,0.40
2014,8,0.70,0.38
2014,9,0.73,0.34
2014,10,0.79,0.29
2014,11,0.86,0.31
2014,12,0.89,0.27
